start,end,weight,startInstance,endInstance,startType,endType
604735525,607820937,1,LHAV2f2_a_R,SLP187_R,LHAV2f2_a,SLP187
604735525,329566197,9,LHAV2f2_a_R,SMP549_R,LHAV2f2_a,SMP549
604735525,668876945,3,LHAV2f2_a_R,mAL3B_L,LHAV2f2_a,mAL3B
604735525,515450389,10,LHAV2f2_a_R,SLP243_R,LHAV2f2_a,SLP243
604735525,610571450,8,LHAV2f2_a_R,mAL3B_L,LHAV2f2_a,mAL3B
604735525,420973599,5,LHAV2f2_a_R,SLP191_R,LHAV2f2_a,SLP191
604735525,421271305,4,LHAV2f2_a_R,SLP113_R,LHAV2f2_a,SLP113
604735525,421313563,2,LHAV2f2_a_R,SLP191_R,LHAV2f2_a,SLP191
550655668,423101189,1,oviDNa_R,oviIN_R,oviDNa,oviIN
550655668,483711811,1,oviDNa_R,SLP187_R,oviDNa,SLP187
550655668,452689494,3,oviDNa_R,SMP550_R,oviDNa,SMP550
298258513,298258611,1,SMP108_R,SLP388_R,SMP108,SLP388
298258513,297580589,3,SMP108_R,SMP548_R,SMP108,SMP548
298258513,673776769,1,SMP108_R,SMP156_R,SMP108,SMP156
298258513,329566197,2,SMP108_R,SMP549_R,SMP108,SMP549
298258513,329566174,1,SMP108_R,OA-VPM3(NO2/NO3)_R,SMP108,OA-VPM3
298258513,5813019955,1,SMP108_R,SLP057_R,SMP108,SLP057
298258513,5813068669,1,SMP108_R,LHCENT6_R,SMP108,LHCENT6
298258513,360591860,1,SMP108_R,SLP279_R,SMP108,SLP279
298258513,517506265,2,SMP108_R,LHCENT4_R,SMP108,LHCENT4
298258513,330268940,10,SMP108_R,LHCENT9_R,SMP108,LHCENT9
298258513,423101189,4,SMP108_R,oviIN_R,SMP108,oviIN
298258513,421641859,2,SMP108_R,LHPD4c1_R,SMP108,LHPD4c1
298258513,328533761,7,SMP108_R,PPL201_R,SMP108,PPL201
298258513,5813083780,32,SMP108_R,SMP385_R,SMP108,SMP385
298258513,297230760,10,SMP108_R,5-HTPMPD01_R,SMP108,5-HTPMPD01
298258513,361312808,8,SMP108_R,SMP503_R,SMP108,SMP503
298258513,5813020988,97,SMP108_R,LHMB1_R,SMP108,LHMB1
298258513,328611004,74,SMP108_R,LHPV5e1_R,SMP108,LHPV5e1
298258513,5813009620,8,SMP108_R,SMP109_R,SMP108,SMP109
5813020988,297230760,1,LHMB1_R,5-HTPMPD01_R,LHMB1,5-HTPMPD01
5813020988,5813009312,1,LHMB1_R,SLP149_R,LHMB1,SLP149
5813020988,517506265,10,LHMB1_R,LHCENT4_R,LHMB1,LHCENT4
5813020988,328533761,4,LHMB1_R,PPL201_R,LHMB1,PPL201
5813020988,5813019955,2,LHMB1_R,SLP057_R,LHMB1,SLP057
5813020988,573346324,1,LHMB1_R,LHAV2f2_b_R,LHMB1,LHAV2f2_b
5813020988,330268940,4,LHMB1_R,LHCENT9_R,LHMB1,LHCENT9
5813020988,421641859,18,LHMB1_R,LHPD4c1_R,LHMB1,LHPD4c1
5813020988,361312808,1,LHMB1_R,SMP503_R,LHMB1,SMP503
5813020988,328611004,41,LHMB1_R,LHPV5e1_R,LHMB1,LHPV5e1
5813020988,328861282,13,LHMB1_R,LHCENT1_R,LHMB1,LHCENT1
5813020988,457196444,31,LHMB1_R,MBON18(a2sc)(PDL05)_L,LHMB1,MBON18
5813020988,329566174,3,LHMB1_R,OA-VPM3(NO2/NO3)_R,LHMB1,OA-VPM3
5813020988,5813020828,54,LHMB1_R,MBON18(a2sc)_R,LHMB1,MBON18
5813020988,573333835,4,LHMB1_R,DM4_adPN_R,LHMB1,DM4_adPN
5813020988,604709727,3,LHMB1_R,LHPV10b1_R,LHMB1,LHPV10b1
5813020988,298258513,13,LHMB1_R,SMP108_R,LHMB1,SMP108
5813020988,542634818,35,LHMB1_R,DM1_lPN_R,LHMB1,DM1_lPN
573346324,328861282,1,LHAV2f2_b_R,LHCENT1_R,LHAV2f2_b,LHCENT1
573346324,330268940,1,LHAV2f2_b_R,LHCENT9_R,LHAV2f2_b,LHCENT9
573346324,604735525,1,LHAV2f2_b_R,LHAV2f2_a_R,LHAV2f2_b,LHAV2f2_a
573346324,421313563,1,LHAV2f2_b_R,SLP191_R,LHAV2f2_b,SLP191
573346324,515450389,1,LHAV2f2_b_R,SLP243_R,LHAV2f2_b,SLP243
573346324,329566174,1,LHAV2f2_b_R,OA-VPM3(NO2/NO3)_R,LHAV2f2_b,OA-VPM3
573346324,5813068669,2,LHAV2f2_b_R,LHCENT6_R,LHAV2f2_b,LHCENT6
573346324,361312808,1,LHAV2f2_b_R,SMP503_R,LHAV2f2_b,SMP503
573346324,390271033,4,LHAV2f2_b_R,LHAV1e1_R,LHAV2f2_b,LHAV1e1
573346324,5812980330,2,LHAV2f2_b_R,mAL3B_L,LHAV2f2_b,mAL3B
573346324,329919036,4,LHAV2f2_b_R,aSP-g3A_R,LHAV2f2_b,aSP-g3A
573346324,574710121,2,LHAV2f2_b_R,LHAV2f2_b_R,LHAV2f2_b,LHAV2f2_b
573346324,421271305,15,LHAV2f2_b_R,SLP113_R,LHAV2f2_b,SLP113
573346324,668876945,7,LHAV2f2_b_R,mAL3B_L,LHAV2f2_b,mAL3B
573346324,578189223,1,LHAV2f2_b_R,mAL3B_L,LHAV2f2_b,mAL3B
573346324,451663172,9,LHAV2f2_b_R,SLP018_R,LHAV2f2_b,SLP018
573346324,329566197,30,LHAV2f2_b_R,SMP549_R,LHAV2f2_b,SMP549
573346324,420973599,4,LHAV2f2_b_R,SLP191_R,LHAV2f2_b,SLP191
573346324,390589591,10,LHAV2f2_b_R,SLP113_R,LHAV2f2_b,SLP113
573346324,671604934,1,LHAV2f2_b_R,mAL3A_L,LHAV2f2_b,mAL3A
825061437,668876945,2,mAL4A_L,mAL3B_L,mAL4,mAL3B
825061437,328870472,1,mAL4A_L,SLP440_R,mAL4,SLP440
825061437,5813011119,1,mAL4A_L,SLP216_R,mAL4,SLP216
825061437,420623873,2,mAL4A_L,SLP179_b_R,mAL4,SLP179_b
825061437,360236724,1,mAL4A_L,LHAV4l1_R,mAL4,LHAV4l1
825061437,700235813,4,mAL4A_L,mAL4A_L,mAL4,mAL4
825061437,328861282,3,mAL4A_L,LHCENT1_R,mAL4,LHCENT1
825061437,577473231,1,mAL4A_L,mAL4A_L,mAL4,mAL4
825061437,330268940,1,mAL4A_L,LHCENT9_R,mAL4,LHCENT9
825061437,298254384,1,mAL4A_L,SLP376_R,mAL4,SLP376
825061437,5812980330,1,mAL4A_L,mAL3B_L,mAL4,mAL3B
825061437,421271305,1,mAL4A_L,SLP113_R,mAL4,SLP113
825061437,607820937,1,mAL4A_L,SLP187_R,mAL4,SLP187
825061437,451663172,2,mAL4A_L,SLP018_R,mAL4,SLP018
825061437,670915068,2,mAL4A_L,mAL4A_L,mAL4,mAL4
825061437,393340402,5,mAL4A_L,SLP015_e_R,mAL4,SLP015_e
825061437,359926923,5,mAL4A_L,SLP015_c_R,mAL4,SLP015_c
825061437,359240144,8,mAL4A_L,SLP015_c_R,mAL4,SLP015_c
825061437,5813019955,10,mAL4A_L,SLP057_R,mAL4,SLP057
825061437,329919036,2,mAL4A_L,aSP-g3A_R,mAL4,aSP-g3A
825061437,329206628,6,mAL4A_L,SLP015_e_R,mAL4,SLP015_e
825061437,578189223,1,mAL4A_L,mAL3B_L,mAL4,mAL3B
825061437,573346324,1,mAL4A_L,LHAV2f2_b_R,mAL4,LHAV2f2_b
825061437,608534097,15,mAL4A_L,SLP215_R,mAL4,SLP215
825061437,391311186,5,mAL4A_L,SLP179_b_R,mAL4,SLP179_b
825061437,359892669,11,mAL4A_L,SLP132_R,mAL4,SLP132
670915068,5812980330,1,mAL4A_L,mAL3B_L,mAL4,mAL3B
670915068,329206628,1,mAL4A_L,SLP015_e_R,mAL4,SLP015_e
670915068,328870472,1,mAL4A_L,SLP440_R,mAL4,SLP440
670915068,483711811,1,mAL4A_L,SLP187_R,mAL4,SLP187
670915068,607820937,1,mAL4A_L,SLP187_R,mAL4,SLP187
670915068,297519736,2,mAL4A_L,SLP011_R,mAL4,SLP011
670915068,577473231,3,mAL4A_L,mAL4A_L,mAL4,mAL4
670915068,637850749,1,mAL4A_L,mAL4A_L,mAL4,mAL4
670915068,421641859,1,mAL4A_L,LHPD4c1_R,mAL4,LHPD4c1
670915068,574710121,1,mAL4A_L,LHAV2f2_b_R,mAL4,LHAV2f2_b
670915068,298254384,4,mAL4A_L,SLP376_R,mAL4,SLP376
670915068,359926923,2,mAL4A_L,SLP015_c_R,mAL4,SLP015_c
670915068,5813047255,8,mAL4A_L,LHAV6a10_R,mAL4,LHAV6a10
670915068,5813019955,4,mAL4A_L,SLP057_R,mAL4,SLP057
670915068,328611004,1,mAL4A_L,LHPV5e1_R,mAL4,LHPV5e1
670915068,360236724,18,mAL4A_L,LHAV4l1_R,mAL4,LHAV4l1
670915068,359892669,13,mAL4A_L,SLP132_R,mAL4,SLP132
670915068,359240144,6,mAL4A_L,SLP015_c_R,mAL4,SLP015_c
670915068,5813068669,2,mAL4A_L,LHCENT6_R,mAL4,LHCENT6
670915068,328861282,6,mAL4A_L,LHCENT1_R,mAL4,LHCENT1
451663172,574710121,1,SLP018_R,LHAV2f2_b_R,SLP018,LHAV2f2_b
451663172,573346324,1,SLP018_R,LHAV2f2_b_R,SLP018,LHAV2f2_b
451663172,359926923,2,SLP018_R,SLP015_c_R,SLP018,SLP015_c
451663172,420965117,1,SLP018_R,AVLP024_R,SLP018,AVLP024
451663172,420973599,1,SLP018_R,SLP191_R,SLP018,SLP191
451663172,297230760,5,SLP018_R,5-HTPMPD01_R,SLP018,5-HTPMPD01
451663172,5813019955,1,SLP018_R,SLP057_R,SLP018,SLP057
451663172,390271033,5,SLP018_R,LHAV1e1_R,SLP018,LHAV1e1
451663172,330268940,1,SLP018_R,LHCENT9_R,SLP018,LHCENT9
451663172,297580589,2,SLP018_R,SMP548_R,SLP018,SMP548
451663172,361312808,5,SLP018_R,SMP503_R,SLP018,SMP503
451663172,608534097,1,SLP018_R,SLP215_R,SLP018,SLP215
451663172,5813068669,2,SLP018_R,LHCENT6_R,SLP018,LHCENT6
451663172,359240144,1,SLP018_R,SLP015_c_R,SLP018,SLP015_c
451663172,5812980529,5,SLP018_R,SLP212_R,SLP018,SLP212
451663172,329566197,1,SLP018_R,SMP549_R,SLP018,SMP549
451663172,328611004,1,SLP018_R,LHPV5e1_R,SLP018,LHPV5e1
451663172,298258611,15,SLP018_R,SLP388_R,SLP018,SLP388
451663172,5813009312,5,SLP018_R,SLP149_R,SLP018,SLP149
451663172,452689494,4,SLP018_R,SMP550_R,SLP018,SMP550
451663172,328870472,11,SLP018_R,SLP440_R,SLP018,SLP440
451663172,328533761,2,SLP018_R,PPL201_R,SLP018,PPL201
451663172,298254384,2,SLP018_R,SLP376_R,SLP018,SLP376
451663172,328861282,2,SLP018_R,LHCENT1_R,SLP018,LHCENT1
451663172,421641859,6,SLP018_R,LHPD4c1_R,SLP018,LHPD4c1
451663172,359892669,4,SLP018_R,SLP132_R,SLP018,SLP132
451663172,360591860,53,SLP018_R,SLP279_R,SLP018,SLP279
580209760,5813040707,6,mAL4A_L,SLP259_R,mAL4,SLP259
580209760,359240144,2,mAL4A_L,SLP015_c_R,mAL4,SLP015_c
580209760,298254384,8,mAL4A_L,SLP376_R,mAL4,SLP376
580209760,5813019955,1,mAL4A_L,SLP057_R,mAL4,SLP057
580209760,297519736,7,mAL4A_L,SLP011_R,mAL4,SLP011
580209760,825061437,1,mAL4A_L,mAL4A_L,mAL4,mAL4
580209760,5813047255,1,mAL4A_L,LHAV6a10_R,mAL4,LHAV6a10
580209760,361312808,1,mAL4A_L,SMP503_R,mAL4,SMP503
580209760,359892669,6,mAL4A_L,SLP132_R,mAL4,SLP132
580209760,298258611,1,mAL4A_L,SLP388_R,mAL4,SLP388
580209760,5812980529,1,mAL4A_L,SLP212_R,mAL4,SLP212
580209760,577473231,1,mAL4A_L,mAL4A_L,mAL4,mAL4
580209760,421650982,1,mAL4A_L,aSP-g3B_R,mAL4,aSP-g3B
515450389,671600919,1,SLP243_R,mAL4A_L,SLP243,mAL4
515450389,577473231,1,SLP243_R,mAL4A_L,SLP243,mAL4
515450389,5813019955,1,SLP243_R,SLP057_R,SLP243,SLP057
515450389,578521941,2,SLP243_R,SLP187_R,SLP243,SLP187
515450389,421313563,2,SLP243_R,SLP191_R,SLP243,SLP191
515450389,604735525,1,SLP243_R,LHAV2f2_a_R,SLP243,LHAV2f2_a
515450389,298254384,2,SLP243_R,SLP376_R,SLP243,SLP376
515450389,485430336,4,SLP243_R,aSP-g3B_R,SLP243,aSP-g3B
515450389,329919036,6,SLP243_R,aSP-g3A_R,SLP243,aSP-g3A
515450389,5813078542,1,SLP243_R,SLP441_R,SLP243,SLP441
515450389,328870472,8,SLP243_R,SLP440_R,SLP243,SLP440
515450389,359240144,1,SLP243_R,SLP015_c_R,SLP243,SLP015_c
515450389,421271305,4,SLP243_R,SLP113_R,SLP243,SLP113
515450389,575197482,3,SLP243_R,SMP389_R,SLP243,SMP389
515450389,328533761,1,SLP243_R,PPL201_R,SLP243,PPL201
515450389,604070433,3,SLP243_R,SMP029_R,SLP243,SMP029
515450389,390271033,3,SLP243_R,LHAV1e1_R,SLP243,LHAV1e1
515450389,550655668,2,SLP243_R,oviDNa_R,SLP243,oviDNa
515450389,360236724,1,SLP243_R,LHAV4l1_R,SLP243,LHAV4l1
515450389,420965117,8,SLP243_R,AVLP024_R,SLP243,AVLP024
515450389,5812980529,20,SLP243_R,SLP212_R,SLP243,SLP212
515450389,297519736,15,SLP243_R,SLP011_R,SLP243,SLP011
515450389,297580589,22,SLP243_R,SMP548_R,SLP243,SMP548
515450389,421650982,10,SLP243_R,aSP-g3B_R,SLP243,aSP-g3B
515450389,5813049378,5,SLP243_R,SMP311_R,SLP243,SMP311
515450389,541347811,4,SLP243_R,SMP029_R,SLP243,SMP029
515450389,330268940,3,SLP243_R,LHCENT9_R,SLP243,LHCENT9
515450389,5813040707,20,SLP243_R,SLP259_R,SLP243,SLP259
515450389,359892669,15,SLP243_R,SLP132_R,SLP243,SLP132
515450389,452689494,128,SLP243_R,SMP550_R,SLP243,SMP550
515450389,5813011119,195,SLP243_R,SLP216_R,SLP243,SLP216
298254384,330268940,1,SLP376_R,LHCENT9_R,SLP376,LHCENT9
298254384,329919036,3,SLP376_R,aSP-g3A_R,SLP376,aSP-g3A
298254384,329566174,1,SLP376_R,OA-VPM3(NO2/NO3)_R,SLP376,OA-VPM3
298254384,298931773,4,SLP376_R,SLP404_R,SLP376,SLP404
298254384,361312808,1,SLP376_R,SMP503_R,SLP376,SMP503
298254384,329206628,1,SLP376_R,SLP015_e_R,SLP376,SLP015_e
298254384,421641859,2,SLP376_R,LHPD4c1_R,SLP376,LHPD4c1
298254384,5813068669,7,SLP376_R,LHCENT6_R,SLP376,LHCENT6
298254384,328870472,4,SLP376_R,SLP440_R,SLP376,SLP440
298254384,297580589,2,SLP376_R,SMP548_R,SLP376,SMP548
298254384,328861282,2,SLP376_R,LHCENT1_R,SLP376,LHCENT1
298254384,329578247,8,SLP376_R,SLP150_R,SLP376,SLP150
298254384,5813078542,4,SLP376_R,SLP441_R,SLP376,SLP441
298254384,5813009312,10,SLP376_R,SLP149_R,SLP376,SLP149
298254384,297230760,2,SLP376_R,5-HTPMPD01_R,SLP376,5-HTPMPD01
5812980529,575197482,3,SLP212_R,SMP389_R,SLP212,SMP389
5812980529,360591860,3,SLP212_R,SLP279_R,SLP212,SLP279
5812980529,673776769,1,SLP212_R,SMP156_R,SLP212,SMP156
5812980529,361312808,1,SLP212_R,SMP503_R,SLP212,SMP503
5812980529,515450389,1,SLP212_R,SLP243_R,SLP212,SLP243
5812980529,452689494,10,SLP212_R,SMP550_R,SLP212,SMP550
5812980529,455500416,24,SLP212_R,PAL02(ADL27)_L,SLP212,PAL02
5812980529,5813009620,3,SLP212_R,SMP109_R,SLP212,SMP109
5812980529,421650982,1,SLP212_R,aSP-g3B_R,SLP212,aSP-g3B
5812980529,423101189,6,SLP212_R,oviIN_R,SLP212,oviIN
5812980529,550655668,9,SLP212_R,oviDNa_R,SLP212,oviDNa
5812980529,297230760,1,SLP212_R,5-HTPMPD01_R,SLP212,5-HTPMPD01
5812980529,5813049378,4,SLP212_R,SMP311_R,SLP212,SMP311
5812980529,297580589,45,SLP212_R,SMP548_R,SLP212,SMP548
5812980529,298258611,9,SLP212_R,SLP388_R,SLP212,SLP388
5812980529,298258513,5,SLP212_R,SMP108_R,SLP212,SMP108
421641859,5813047255,1,LHPD4c1_R,LHAV6a10_R,LHPD4c1,LHAV6a10
421641859,297580589,2,LHPD4c1_R,SMP548_R,LHPD4c1,SMP548
421641859,5813083780,3,LHPD4c1_R,SMP385_R,LHPD4c1,SMP385
421641859,5813020828,2,LHPD4c1_R,MBON18(a2sc)_R,LHPD4c1,MBON18
421641859,359892669,6,LHPD4c1_R,SLP132_R,LHPD4c1,SLP132
421641859,604709727,1,LHPD4c1_R,LHPV10b1_R,LHPD4c1,LHPV10b1
421641859,573333835,1,LHPD4c1_R,DM4_adPN_R,LHPD4c1,DM4_adPN
421641859,329566197,2,LHPD4c1_R,SMP549_R,LHPD4c1,SMP549
421641859,542634818,1,LHPD4c1_R,DM1_lPN_R,LHPD4c1,DM1_lPN
421641859,608534097,3,LHPD4c1_R,SLP215_R,LHPD4c1,SLP215
421641859,390271033,9,LHPD4c1_R,LHAV1e1_R,LHPD4c1,LHAV1e1
421641859,455500416,2,LHPD4c1_R,PAL02(ADL27)_L,LHPD4c1,PAL02
421641859,328861282,4,LHPD4c1_R,LHCENT1_R,LHPD4c1,LHCENT1
421641859,5813068669,3,LHPD4c1_R,LHCENT6_R,LHPD4c1,LHCENT6
421641859,452689494,1,LHPD4c1_R,SMP550_R,LHPD4c1,SMP550
421641859,574710121,7,LHPD4c1_R,LHAV2f2_b_R,LHPD4c1,LHAV2f2_b
421641859,297230760,9,LHPD4c1_R,5-HTPMPD01_R,LHPD4c1,5-HTPMPD01
421641859,361312808,7,LHPD4c1_R,SMP503_R,LHPD4c1,SMP503
421641859,575197482,1,LHPD4c1_R,SMP389_R,LHPD4c1,SMP389
421641859,329566174,3,LHPD4c1_R,OA-VPM3(NO2/NO3)_R,LHPD4c1,OA-VPM3
421641859,298258611,21,LHPD4c1_R,SLP388_R,LHPD4c1,SLP388
421641859,298258513,37,LHPD4c1_R,SMP108_R,LHPD4c1,SMP108
421641859,330268940,9,LHPD4c1_R,LHCENT9_R,LHPD4c1,LHCENT9
421641859,298254384,4,LHPD4c1_R,SLP376_R,LHPD4c1,SLP376
421641859,517506265,23,LHPD4c1_R,LHCENT4_R,LHPD4c1,LHCENT4
421641859,5813020988,6,LHPD4c1_R,LHMB1_R,LHPD4c1,LHMB1
421641859,360591860,4,LHPD4c1_R,SLP279_R,LHPD4c1,SLP279
421641859,329578247,12,LHPD4c1_R,SLP150_R,LHPD4c1,SLP150
421641859,328533761,17,LHPD4c1_R,PPL201_R,LHPD4c1,PPL201
421641859,604735525,6,LHPD4c1_R,LHAV2f2_a_R,LHPD4c1,LHAV2f2_a
421641859,573346324,11,LHPD4c1_R,LHAV2f2_b_R,LHPD4c1,LHAV2f2_b
421641859,328611004,35,LHPD4c1_R,LHPV5e1_R,LHPD4c1,LHPV5e1
421641859,328870472,8,LHPD4c1_R,SLP440_R,LHPD4c1,SLP440
735415046,825061437,1,mAL3A_L,mAL4A_L,mAL3A,mAL4
735415046,5813011119,1,mAL3A_L,SLP216_R,mAL3A,SLP216
735415046,420965117,1,mAL3A_L,AVLP024_R,mAL3A,AVLP024
735415046,359892669,1,mAL3A_L,SLP132_R,mAL3A,SLP132
735415046,671255587,1,mAL3A_L,mAL4A_L,mAL3A,mAL4
735415046,421313563,7,mAL3A_L,SLP191_R,mAL3A,SLP191
735415046,452689494,1,mAL3A_L,SMP550_R,mAL3A,SMP550
735415046,578189223,3,mAL3A_L,mAL3B_L,mAL3A,mAL3B
735415046,541347811,8,mAL3A_L,SMP029_R,mAL3A,SMP029
735415046,921969761,2,mAL3A_L,mAL3A_L,mAL3A,mAL3A
735415046,604070433,4,mAL3A_L,SMP029_R,mAL3A,SMP029
735415046,735073668,5,mAL3A_L,mAL3A_L,mAL3A,mAL3A
735415046,420973599,3,mAL3A_L,SLP191_R,mAL3A,SLP191
735415046,953004705,1,mAL3A_L,mAL3A_L,mAL3A,mAL3A
735415046,670915068,4,mAL3A_L,mAL4A_L,mAL3A,mAL4
735415046,329919036,5,mAL3A_L,aSP-g3A_R,mAL3A,aSP-g3A
735415046,610571450,7,mAL3A_L,mAL3B_L,mAL3A,mAL3B
735415046,668876945,23,mAL3A_L,mAL3B_L,mAL3A,mAL3B
735415046,703351975,19,mAL3A_L,mAL3B_L,mAL3A,mAL3B
735415046,5812980330,27,mAL3A_L,mAL3B_L,mAL3A,mAL3B
735415046,485430336,6,mAL3A_L,aSP-g3B_R,mAL3A,aSP-g3B
735415046,421650982,9,mAL3A_L,aSP-g3B_R,mAL3A,aSP-g3B
5813040707,5812980529,1,SLP259_R,SLP212_R,SLP259,SLP212
5813040707,330268940,1,SLP259_R,LHCENT9_R,SLP259,LHCENT9
5813040707,329566174,1,SLP259_R,OA-VPM3(NO2/NO3)_R,SLP259,OA-VPM3
5813040707,5813068669,1,SLP259_R,LHCENT6_R,SLP259,LHCENT6
5813040707,328870472,2,SLP259_R,SLP440_R,SLP259,SLP440
5813040707,5813078542,7,SLP259_R,SLP441_R,SLP259,SLP441
5813040707,297519736,3,SLP259_R,SLP011_R,SLP259,SLP011
5813040707,298258611,1,SLP259_R,SLP388_R,SLP259,SLP388
5813040707,298254384,2,SLP259_R,SLP376_R,SLP259,SLP376
5813040707,297230760,1,SLP259_R,5-HTPMPD01_R,SLP259,5-HTPMPD01
542634818,360236724,1,DM1_lPN_R,LHAV4l1_R,DM1_lPN,LHAV4l1
542634818,328611004,2,DM1_lPN_R,LHPV5e1_R,DM1_lPN,LHPV5e1
542634818,451663172,1,DM1_lPN_R,SLP018_R,DM1_lPN,SLP018
542634818,517506265,2,DM1_lPN_R,LHCENT4_R,DM1_lPN,LHCENT4
542634818,330268940,4,DM1_lPN_R,LHCENT9_R,DM1_lPN,LHCENT9
542634818,390271033,3,DM1_lPN_R,LHAV1e1_R,DM1_lPN,LHAV1e1
542634818,421641859,12,DM1_lPN_R,LHPD4c1_R,DM1_lPN,LHPD4c1
542634818,328533761,3,DM1_lPN_R,PPL201_R,DM1_lPN,PPL201
542634818,573333835,53,DM1_lPN_R,DM4_adPN_R,DM1_lPN,DM4_adPN
542634818,5813020988,6,DM1_lPN_R,LHMB1_R,DM1_lPN,LHMB1
542634818,328861282,38,DM1_lPN_R,LHCENT1_R,DM1_lPN,LHCENT1
359892669,5812980516,1,SLP132_R,mAL4A_L,SLP132,mAL4
359892669,735415046,1,SLP132_R,mAL3A_L,SLP132,mAL3A
359892669,297230760,1,SLP132_R,5-HTPMPD01_R,SLP132,5-HTPMPD01
359892669,5813009312,2,SLP132_R,SLP149_R,SLP132,SLP149
359892669,668876945,1,SLP132_R,mAL3B_L,SLP132,mAL3B
359892669,671600919,1,SLP132_R,mAL4A_L,SLP132,mAL4
359892669,5813068669,1,SLP132_R,LHCENT6_R,SLP132,LHCENT6
359892669,390271033,2,SLP132_R,LHAV1e1_R,SLP132,LHAV1e1
359892669,359926923,1,SLP132_R,SLP015_c_R,SLP132,SLP015_c
359892669,5812980529,3,SLP132_R,SLP212_R,SLP132,SLP212
359892669,297580589,1,SLP132_R,SMP548_R,SLP132,SMP548
359892669,329206628,1,SLP132_R,SLP015_e_R,SLP132,SLP015_e
359892669,607820937,2,SLP132_R,SLP187_R,SLP132,SLP187
359892669,330268940,5,SLP132_R,LHCENT9_R,SLP132,LHCENT9
359892669,452689494,1,SLP132_R,SMP550_R,SLP132,SMP550
359892669,421641859,4,SLP132_R,LHPD4c1_R,SLP132,LHPD4c1
359892669,420965117,1,SLP132_R,AVLP024_R,SLP132,AVLP024
359892669,421313563,2,SLP132_R,SLP191_R,SLP132,SLP191
359892669,420973599,3,SLP132_R,SLP191_R,SLP132,SLP191
359892669,328870472,1,SLP132_R,SLP440_R,SLP132,SLP440
359892669,5813019955,1,SLP132_R,SLP057_R,SLP132,SLP057
359892669,393340402,1,SLP132_R,SLP015_e_R,SLP132,SLP015_e
359892669,671604934,2,SLP132_R,mAL3A_L,SLP132,mAL3A
359892669,361312808,4,SLP132_R,SMP503_R,SLP132,SMP503
359892669,391311186,4,SLP132_R,SLP179_b_R,SLP132,SLP179_b
359892669,451663172,4,SLP132_R,SLP018_R,SLP132,SLP018
359892669,608534097,16,SLP132_R,SLP215_R,SLP132,SLP215
359892669,328611004,9,SLP132_R,LHPV5e1_R,SLP132,LHPV5e1
359892669,298254384,2,SLP132_R,SLP376_R,SLP132,SLP376
359892669,328861282,3,SLP132_R,LHCENT1_R,SLP132,LHCENT1
359892669,359240144,3,SLP132_R,SLP015_c_R,SLP132,SLP015_c
359892669,329566197,14,SLP132_R,SMP549_R,SLP132,SMP549
359892669,390589591,37,SLP132_R,SLP113_R,SLP132,SLP113
359892669,825061437,3,SLP132_R,mAL4A_L,SLP132,mAL4
359892669,421271305,31,SLP132_R,SLP113_R,SLP132,SLP113
297230760,359926923,1,5-HTPMPD01_R,SLP015_c_R,5-HTPMPD01,SLP015_c
297230760,390589591,1,5-HTPMPD01_R,SLP113_R,5-HTPMPD01,SLP113
297230760,423101189,3,5-HTPMPD01_R,oviIN_R,5-HTPMPD01,oviIN
297230760,637850749,1,5-HTPMPD01_R,mAL4A_L,5-HTPMPD01,mAL4
297230760,329206628,3,5-HTPMPD01_R,SLP015_e_R,5-HTPMPD01,SLP015_e
297230760,420973599,1,5-HTPMPD01_R,SLP191_R,5-HTPMPD01,SLP191
297230760,421271305,1,5-HTPMPD01_R,SLP113_R,5-HTPMPD01,SLP113
297230760,297580589,8,5-HTPMPD01_R,SMP548_R,5-HTPMPD01,SMP548
297230760,5813009620,3,5-HTPMPD01_R,SMP109_R,5-HTPMPD01,SMP109
297230760,393340402,1,5-HTPMPD01_R,SLP015_e_R,5-HTPMPD01,SLP015_e
297230760,360591860,2,5-HTPMPD01_R,SLP279_R,5-HTPMPD01,SLP279
297230760,421313563,1,5-HTPMPD01_R,SLP191_R,5-HTPMPD01,SLP191
297230760,5813047255,1,5-HTPMPD01_R,LHAV6a10_R,5-HTPMPD01,LHAV6a10
297230760,451663172,3,5-HTPMPD01_R,SLP018_R,5-HTPMPD01,SLP018
297230760,517506265,1,5-HTPMPD01_R,LHCENT4_R,5-HTPMPD01,LHCENT4
297230760,359892669,2,5-HTPMPD01_R,SLP132_R,5-HTPMPD01,SLP132
297230760,361312808,15,5-HTPMPD01_R,SMP503_R,5-HTPMPD01,SMP503
297230760,329566197,5,5-HTPMPD01_R,SMP549_R,5-HTPMPD01,SMP549
297230760,328533761,3,5-HTPMPD01_R,PPL201_R,5-HTPMPD01,PPL201
297230760,328611004,16,5-HTPMPD01_R,LHPV5e1_R,5-HTPMPD01,LHPV5e1
297230760,5812980529,2,5-HTPMPD01_R,SLP212_R,5-HTPMPD01,SLP212
297230760,5813040707,2,5-HTPMPD01_R,SLP259_R,5-HTPMPD01,SLP259
297230760,5813083780,2,5-HTPMPD01_R,SMP385_R,5-HTPMPD01,SMP385
297230760,330268940,13,5-HTPMPD01_R,LHCENT9_R,5-HTPMPD01,LHCENT9
297230760,328861282,17,5-HTPMPD01_R,LHCENT1_R,5-HTPMPD01,LHCENT1
297230760,5813078542,16,5-HTPMPD01_R,SLP441_R,5-HTPMPD01,SLP441
